Trans Date,Store,Store Name,City,Brand,Txn,NetAmount,DiscAmount,Dine In Sale,Dine In Trans,Delivery Sale,Delivery Trans,3rd Party Sale,3rd Party Trans,Take Away Sale,Take Away Trans
22-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,46,10312.14,678.45,8140.69,163,0,0,13078,154,6535,155
23-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,37,8336.65,463.55,6594.15,194,0,0,26419,189,2646,108
24-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,47,9032.91,693.47,7380.38,180,0,0,22363,122,2217,195
25-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,88,20308.51,873.74,17938.34,115,0,0,27301,146,7535,140
26-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,85,18005.99,1739.5,15441.29,112,0,0,14071,143,4006,136
27-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,57,13366.24,264.11,12671.44,113,0,0,18277,195,1744,109
28-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,37,8991.67,507.5,6289.17,149,0,0,12809,142,7566,181
29-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,27,9013.66,451.6,0,144,0,0,25063,180,6130,181
30-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,39,10189.88,412.5,8858.18,101,0,0,15996,187,4672,123
31-12-2020,BAN025,Prestige shanthi niketan,Bangalore,Wow! Momo,54,13389.21,971.26,10751.42,136,0,0,26422,199,3588,119
01-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,28,7668.37,485.84,6012,148,0,0,19245,109,3118,173
02-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,15,5780.19,224.81,3899,100,0,0,22374,140,6337,180
03-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,23,6401.26,244.32,3399.57,135,0,0,22146,166,5007,190
04-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,50,19606.25,3194.34,11527.29,104,0,0,28516,142,2896,145
05-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,43,16712.99,845.01,14203.6,135,0,0,20433,200,1536,187
06-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,28,14453.14,504.86,8250,171,0,0,18408,166,5338,109
07-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,25,8656.98,290.02,6724,123,0,0,22539,170,5670,191
08-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,24,7995.71,163.29,6415,186,0,0,26574,130,3386,114
09-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,19,4555.4,119.5,3896.9,101,0,0,23034,120,7677,109
10-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,28,9885.34,169.66,6974,198,0,0,18215,115,3293,165
11-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,22,7547.49,263.51,6083,152,0,0,29996,171,7247,178
12-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,31,13682.46,579.83,11646.29,143,0,0,11784,190,1997,177
13-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,42,14914.5,2395.79,12823.29,183,0,0,18378,142,3110,106
14-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,32,9603.35,656.94,5417.29,200,0,0,21629,185,4228,116
15-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,27,6173.04,2459.39,4127.29,164,0,0,28775,162,2434,111
16-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,27,8200.1,330.9,6938,199,0,0,23686,140,2947,129
17-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,29,10198.38,559.62,7583.06,160,0,0,15171,159,4268,194
18-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,27,8417.18,230.4,7007.58,154,0,0,27569,133,4300,115
19-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,44,16744.84,208.16,14894,101,0,0,25235,155,5340,168
20-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,53,19627.99,205.3,16868.29,102,0,0,15240,130,3901,135
21-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,23,8308.88,231.41,6686.29,169,0,0,12710,143,2127,112
22-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,27,9483.43,154.57,8501,149,0,0,21900,160,7096,111
23-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,18,6072.1,1.9,5271.1,162,0,0,27789,125,1027,113
24-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,34,12384.58,1561.97,12197.65,143,0,0,19995,101,1199,132
25-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,76,32412.57,264.18,29813.81,173,0,0,20308,106,2234,160
26-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,49,17708.09,615.98,15047.07,181,0,0,27718,115,5200,194
27-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,52,19365.96,2.69,18872.96,129,0,0,21983,113,2452,169
28-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,32,11598.85,163.4,10559.3,131,0,0,27315,173,6641,101
29-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,20,5840.75,49,0,119,0,0,27502,177,3769,125
30-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,25,9594.64,0,9594.64,145,0,0,17575,100,2088,141
31-12-2020,BAN026,Church street wow china,Bangalore,Wow! Momo,13,3711.5,0,3228.5,167,0,0,20188,117,7674,173
01-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,34,7907.56,770.04,1236.38,156,0,0,22968,196,3669,189
02-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,12,3330.61,73,1861.76,171,0,0,10416,154,2886,106
03-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,20,4065.39,265.8,1899.95,113,0,0,14397,143,1603,158
04-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,37,8261.84,1203.7,4835.38,164,0,0,13901,158,1849,114
05-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,37,8552.17,953.28,6187.37,145,0,0,17276,164,6414,199
06-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,30,5427.57,358,3764.38,133,0,0,28149,152,5095,108
07-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,18,3711.14,392,1858,139,0,0,17501,121,3090,170
08-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,17,3357,510,1251,166,0,0,29166,177,7824,124
09-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,21,3548.28,1357.95,1776.28,164,0,0,18258,138,3287,143
10-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,27,5201.09,777,3031,123,0,0,22903,102,7285,117
11-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,34,7660.7,920,4812.47,165,0,0,19171,172,1857,161
12-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,43,9118.75,329,7776.75,133,0,0,18251,197,7079,174
13-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,45,10641.75,1104,6685.04,170,0,0,18919,184,2411,108
14-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,24,5222.79,910.77,3203.71,158,0,0,17159,157,5107,135
15-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,84,16735.62,333,3263.38,161,0,0,27991,189,4872,172
16-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,13,2761.19,260,1420,102,0,0,14032,124,5421,159
17-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,31,6015.76,555.47,3516.85,104,0,0,16828,157,5239,148
18-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,22,5082.99,222,3512.99,166,0,0,24915,117,3730,180
19-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,48,9640.12,1178,7863.27,102,0,0,16712,153,3890,157
20-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,33,7594.71,331,6633.71,145,0,0,14826,120,2974,164
21-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,25,6004.33,455,4457.33,149,0,0,11427,103,2706,200
22-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,30,7162.25,921.68,4199.09,184,0,0,27191,122,7024,151
23-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,29,5991.8,1073,2859,200,0,0,28822,179,4117,192
24-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,25,4813.48,570,3006.57,174,0,0,14126,151,7166,182
25-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,42,7983.39,695.26,6001.36,168,0,0,25948,186,7139,194
26-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,29,5886.28,134,4932.28,141,0,0,15046,195,1403,172
27-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,35,6955.63,706.85,4994.37,158,0,0,25130,131,3008,124
28-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,19,4365.14,535,2576.14,138,0,0,10465,166,3560,178
29-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,14,3731.85,306,0,139,0,0,26103,164,4652,115
30-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,26,5221.54,873.2,3188.04,128,0,0,23981,186,3933,162
31-12-2020,BAN027,Park ascends,Bangalore,Wow! Momo,25,5639.23,234,3258.66,199,0,0,29954,153,1876,166
01-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,124,26853.78,1393,15623.49,117,0,0,11521,187,1715,102
02-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,74,16487.12,875.33,13348.77,194,0,0,24776,186,7034,123
03-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,90,21678.28,300,19967.23,101,0,0,28652,104,3363,115
04-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,106,24847.72,1469.71,20259.37,187,0,0,19222,152,7198,125
05-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,128,34545.21,573.1,31191.32,187,0,0,15904,182,3217,194
06-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,178,51366.71,634.7,49771.21,126,0,0,23866,178,5781,145
07-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,78,18006.96,588.06,15050.28,140,0,0,19680,143,1404,159
08-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,62,14078.64,533.6,10720.4,176,0,0,28102,153,7500,153
09-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,81,19634.19,306.51,17901.16,171,0,0,28353,177,3240,170
10-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,80,19633.13,510,17525.25,165,0,0,19036,117,2881,177
11-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,97,24119.76,915,20724.57,122,0,0,18892,200,6790,126
12-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,150,35718.6,547.5,34983.32,200,0,0,20080,148,3134,141
13-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,174,41336.05,611.5,38920.47,197,0,0,27087,132,7307,111
14-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,68,17917.85,331,16903.23,107,0,0,20460,189,5618,132
15-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,124,25326.2,300.13,15671.86,144,0,0,26577,186,1516,125
16-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,90,21968.93,0,21744.92,160,0,0,26709,131,3487,184
17-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,89,20026.53,169.5,18849.7,116,0,0,12955,126,2990,136
18-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,99,22665.23,875.5,18097.8,158,0,0,10794,108,2614,164
19-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,174,44232.14,556.7,42073.72,174,0,0,15256,187,1462,171
20-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,173,45679.97,951,43963.13,199,0,0,18168,199,4060,111
21-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,107,24588.67,577,22254.48,184,0,0,17969,169,7036,107
22-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,100,24228.81,990.69,21143.67,196,0,0,24028,157,5457,157
23-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,96,22602.99,750.3,20391.35,164,0,0,22392,164,5873,193
24-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,116,28281.91,311,26936.59,161,0,0,20618,142,5071,176
25-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,199,60850.05,759.6,57799.16,147,0,0,26852,142,4448,195
26-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,161,43266.3,8339.26,38754.09,172,0,0,19076,147,1034,176
27-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,163,44978.83,581,42941.47,178,0,0,11521,102,1098,125
28-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,76,19438.5,656,16610.25,192,0,0,19466,171,1088,129
29-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,84,17901.99,624.2,0,153,0,0,15183,106,4787,117
30-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,99,25141.83,755,22689.8,102,0,0,11416,125,3229,138
31-12-2020,BAN029,Mantri Mall Malleshwaram,Bangalore,Wow! Momo,92,24579.43,564.02,23392.6,198,0,0,10643,197,4627,165
01-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,24,5219.19,670,0,109,0,0,20162,108,2070,137
02-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,9,2593,599,0,132,0,0,12797,122,6042,133
03-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,8,1711,268,139,179,0,0,15384,116,7015,120
04-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,28,6430.85,1465,705,124,0,0,13193,122,5796,151
05-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,10,3791.49,790.51,258,192,0,0,13145,127,3347,185
07-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,8,2044.95,230,0,102,0,0,24440,128,3347,150
08-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,12,2438,759,0,190,0,0,10347,148,6065,128
09-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,10,1827,467,258,114,0,0,11734,117,2752,119
10-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,12,1941,220,1424,194,0,0,18033,170,1647,120
11-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,17,3504,990,914,102,0,0,22025,156,7315,108
12-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,12,2578.95,554,234.95,177,0,0,19697,137,3040,147
14-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,13,2944.13,661.63,0,140,0,0,17150,177,2188,120
15-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,31,5870,199,0,151,0,0,16109,172,6076,152
16-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,9,2021,540,258,114,0,0,21711,187,1992,189
17-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,10,3296,262,0,121,0,0,14759,177,4036,146
18-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,14,3574.46,662.12,159,172,0,0,24517,116,4440,139
19-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,16,3218.75,838,0,152,0,0,11517,192,1760,120
21-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,12,3622.75,432.1,249,124,0,0,21491,135,3984,189
22-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,9,2472,480,973,145,0,0,11677,142,7083,158
23-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,8,2426,427,0,192,0,0,24327,102,5195,174
24-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,7,1379,638,427,151,0,0,20728,197,7972,114
25-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,13,3268.26,925.74,0,131,0,0,18306,143,4788,182
26-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,11,3105,993,0,150,0,0,25472,103,6642,107
28-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,8,1829.48,412,0,179,0,0,29541,123,2984,183
29-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,9,2409,625,0,197,0,0,27538,199,4787,139
30-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,16,3316.68,665.22,99,124,0,0,14381,150,3068,147
31-12-2020,BAN031,Rmz Eco World,Bangalore,Wow! Momo,13,3869.34,1145.66,0,155,0,0,27124,137,6485,139
01-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,67,15174.8,1974.2,0,196,0,0,13568,151,3277,183
02-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,27,6570.09,1824.91,278,195,0,0,29325,104,5487,177
03-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,27,8108,1439.19,0,138,0,0,20144,125,7575,185
04-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,79,19442.5,5540.88,0,127,0,0,29692,165,7755,192
05-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,36,10796.47,2722.72,0,199,0,0,19172,159,3581,193
06-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,33,8533.84,1934.54,0,165,0,0,26455,197,2802,191
07-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,43,9619.1,2577.9,0,135,0,0,21213,113,4473,162
08-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,36,9445.07,1850.3,0,183,0,0,24748,100,6958,139
10-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,106,25944.82,4984.56,0,174,0,0,23055,176,7298,114
11-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,51,10545.62,3601.9,0,111,0,0,27968,170,7245,149
12-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,50,15759.31,3822.25,0,172,0,0,26698,124,3351,174
13-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,44,10897.43,2985.95,0,162,0,0,12371,134,2947,113
14-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,47,11251.76,3639.24,0,161,0,0,18493,171,2525,120
15-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,88,15289.4,1243.6,0,103,0,0,23386,118,6327,170
16-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,23,5502.76,1185.24,0,107,0,0,25982,122,6137,175
17-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,30,8446.79,1862.4,0,138,0,0,21795,181,7388,133
18-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,47,11915.93,3406.07,0,176,0,0,22422,128,1404,183
19-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,52,11977.83,3877.36,0,167,0,0,26058,125,7122,178
20-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,36,8800.12,2967.64,0,159,0,0,20524,177,3528,112
21-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,38,7094.4,2824.79,104.4,141,0,0,27104,184,7324,136
22-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,41,8587.25,2838.75,0,157,0,0,16079,111,2215,150
23-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,22,4370.85,1585.15,0,198,0,0,29871,100,3866,151
24-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,23,5819.1,2385.9,0,142,0,0,25337,112,6789,199
25-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,45,14286.85,3957.15,0,174,0,0,22266,123,7956,165
26-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,43,13865.89,4220.04,0,172,0,0,28891,170,6155,120
27-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,29,8596.17,2663.02,0,168,0,0,19486,121,4539,115
28-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,36,8215.69,2754.07,0,154,0,0,17115,169,2156,172
29-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,40,8075.28,2671.09,0,129,0,0,28051,199,8000,181
30-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,35,11972.29,3296.71,0,186,0,0,18888,101,4969,199
31-12-2020,BAN032,Swiggy – JP nagar,Bangalore,Combo,35,13043.84,3151.16,0,143,0,0,28798,163,2640,177
01-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,3,19523.84,3593.16,0,200,0,0,23873,167,6170,151
02-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,6,10322.07,2977.93,0,170,0,0,10357,143,5161,177
03-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,4,13988.77,2694.23,0,160,0,0,20890,103,4681,175
04-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,11,13291.31,3174.88,0,141,0,0,29237,163,1500,196
05-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,5,20502.37,3939.21,0,156,0,0,29555,104,1464,164
06-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,12620.35,3246.67,0,124,0,0,17100,164,1353,136
07-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,9,9820.71,2357.67,0,101,0,0,26617,191,5363,130
08-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,13579.8,3096.2,0,101,0,0,18859,135,5675,199
09-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,6,13372.52,2240.48,0,125,0,0,14343,159,1218,182
10-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,10,13199.87,3626.13,0,195,0,0,27432,178,7588,141
11-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,10,23953.49,5498.56,0,191,0,0,12048,131,6744,117
12-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,9,19028.68,2915.32,0,133,0,0,21454,107,6337,153
13-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,23728.28,5219.92,0,157,0,0,15250,142,1384,174
17-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,2,44268.66,8753.99,0,118,0,0,25315,133,5125,159
18-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,10,56297.71,7708.65,0,146,0,0,18495,186,2693,114
19-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,12,23601.83,3877.64,0,142,0,0,28318,128,3704,193
20-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,9,22909.83,3909.59,0,163,0,0,19759,161,1106,148
21-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,15969.59,3547.5,0,114,0,0,27606,196,4525,135
22-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,8,13623.35,3766.66,0,165,0,0,19202,189,7378,187
23-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,5,21796.35,3603.73,0,199,0,0,17825,138,7938,116
24-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,6,19456.74,2722.36,0,143,0,0,13703,188,2535,190
25-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,10,35464.27,5484.96,0,165,0,0,19517,124,7714,185
26-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,5,15198.15,3295.1,0,151,0,0,12163,177,7755,106
27-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,8,21168.08,4612.95,0,157,0,0,27172,163,1778,138
28-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,8,14346.72,2765.32,0,121,0,0,16196,174,3063,148
29-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,13915.83,2043.17,0,182,0,0,21238,158,6910,173
30-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,7,13084.83,2466.2,0,133,0,0,27211,153,7825,178
31-12-2020,BAN033,Dark Kitchen E - City,Bangalore,Combo,8,35710.22,4657.86,0,120,0,0,11360,167,4190,124
02-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,14726.72,2549.28,0,139,0,0,19665,129,3695,127
04-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,1,219.3,128.7,0,118,0,0,15366,108,4018,189
05-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,5,28886.31,4187.69,0,129,0,0,18578,110,3937,180
06-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,13868.33,1932.67,0,139,0,0,20131,174,3537,195
07-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,14299.87,1973.13,0,153,0,0,20584,107,4583,138
08-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,5,9579.37,1736.63,0,149,0,0,27119,196,1744,113
09-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,5,10031.88,1592.12,0,154,0,0,20095,185,1126,112
10-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,13933.06,2050.94,0,156,0,0,22218,135,6351,129
11-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,7,34426.31,4781.74,0,185,0,0,16972,102,1500,169
12-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,16638.49,1983.51,0,174,0,0,10985,147,6425,123
13-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,15579.09,2380.91,0,130,0,0,22882,197,6404,124
14-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,15113.21,2119.35,0,141,0,0,21804,108,7380,169
15-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,1,91.26,77.74,0,122,0,0,19969,109,1897,161
16-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,3,22032.34,1448.66,0,140,0,0,21092,143,5064,122
17-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,3,13974.79,2040.21,0,145,0,0,27700,124,7269,145
18-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,8,17907.13,3123.24,0,120,0,0,13285,186,2389,163
19-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,12616.04,2255.96,0,138,0,0,21265,159,3079,100
20-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,16766.8,2744.2,0,134,0,0,12575,156,4487,160
21-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,9451.84,1767.16,0,119,0,0,27063,188,6672,190
22-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,3,10448.63,1853.37,0,128,0,0,27430,133,3187,193
23-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,12419.29,2631.71,0,188,0,0,15816,172,4801,181
24-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,8199.52,1652.49,0,127,0,0,15979,146,7108,113
25-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,11012.23,1819.97,0,140,0,0,17631,177,4372,157
26-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,8203.15,1712.85,0,149,0,0,26225,146,1744,155
27-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,1,83.65,85.35,0,167,0,0,26046,140,5713,161
28-12-2020,BAN034,Dark Kitchen HSR,Bangalore,Combo,4,25836.32,5853.68,0,174,0,0,19529,125,3575,115
